station_id,S_i,B_i,Total_Volume,Daily_Events
10137,0.0,0.0,45,6.428571428571429
10139,-0.9666666666666667,0.1651445647689541,121,17.285714285714285
10144,-1.0,0.0,17,2.4285714285714284
10145,-0.6,0.5477225575051661,5,0.7142857142857143
10146,0.0,0.0,5,0.7142857142857143
10147,0.0,0.0,43,6.142857142857143
10152,0.0,0.0,16,2.2857142857142856
10154,0.0,0.0,25,3.5714285714285716
10156,0.4133761369716426,0.2480688414018703,197,28.142857142857142
10158,0.5,0.5107539184552492,27,3.857142857142857
10161,0.0,0.0,30,4.285714285714286
10165,0.0,0.0,30,4.285714285714286
10166,0.0,0.0,127,18.142857142857142
10171,0.0,0.0,15,2.142857142857143
10172,-1.0,0.0,21,3.0
10176,-0.32051282051282054,0.4445299063132171,30,4.285714285714286
10177,-1.0,0.0,38,5.428571428571429
10178,-0.35984848484848486,0.47405990449177043,68,9.714285714285714
10179,0.0,0.0,112,16.0
10181,-0.30952380952380953,0.46033114374845624,25,3.5714285714285716
10185,0.0,0.0,14,2.0
10187,0.0,0.0,26,3.7142857142857144
10193,0.02857142857142857,0.1690308509457033,66,9.428571428571429
10194,-0.5,0.0,10,1.4285714285714286
10195,0.0,0.0,12,1.7142857142857142
10197,-0.5,0.0,8,1.1428571428571428
10198,,0.0,278,39.714285714285715
10199,,0.0,102,14.571428571428571
10200,,0.0,399,57.0
10201,-0.8857142857142857,0.32280285109067564,56,8.0
10204,-0.041666666666666664,0.2041241452319315,25,3.5714285714285716
10205,-0.5315315315315315,0.4997496870931984,53,7.571428571428571
10206,-0.9333333333333333,0.2581988897471611,16,2.2857142857142856
10207,0.0,0.0,36,5.142857142857143
10209,0.0,0.0,12,1.7142857142857142
10213,-0.953125,0.19507546099874007,58,8.285714285714286
10214,0.0,0.0,31,4.428571428571429
10215,-0.7708333333333334,0.4185441571322363,40,5.714285714285714
10217,-1.0,0.0,6,0.8571428571428571
10219,-1.0,0.0,11,1.5714285714285714
10220,0.9305084745762712,0.2194950724325141,222,31.714285714285715
10221,-0.07142857142857142,0.2390457218668787,25,3.5714285714285716
10222,-1.0,0.0,57,8.142857142857142
10224,-0.1016559829059829,0.2591567473745418,222,31.714285714285715
10227,0.45652173913043476,0.14405203276001521,30,4.285714285714286
10231,0.0,0.0,12,1.7142857142857142
10239,-0.4493589743589744,0.47142718392514205,85,12.142857142857142
10240,0.0,0.0,11,1.5714285714285714
10243,0.0,0.0,35,5.0
10245,-0.7241379310344828,0.454858826147342,34,4.857142857142857
10246,-0.76,0.4358898943540674,25,3.5714285714285716
10247,-1.0,0.0,52,7.428571428571429
10248,-1.0,0.0,13,1.8571428571428572
10249,-1.0,0.0,26,3.7142857142857144
